URL,Agency,Vendor Name,Reference Number,Contract Date,Description of Work,Contract Period,Something,Contract Value,Comments
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32951.html,Office of the Auditor General of Canada,ABILITY MOVING &amp; TRANSFER LTD,P1000169,2009-05-07,0210 Transportation of things not elsewhere specified,2009-05-08 to 2010-03-31,,10500,Internal office moving services. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32947.html,Office of the Auditor General of Canada,TAMMY L. CROWELL,P1000135,2009-05-12,0446 Training consultants,2009-05-12 to 2009-07-31,,14227.5,Coaching OAG employees for CA exams
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32955.html,Office of the Auditor General of Canada,GRAYBRIDGE MALKAM INTERNATIONAL CONSULTING INC.,P1000181,2009-05-12,0446 Training consultants,2009-06-01 to 2009-09-30,,19813.5,French language training for staff. Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32957.html,Office of the Auditor General of Canada,VIVIANE KINDERMAN,P1000187,2009-05-14,0351 Communications professional services not elsewhere specified,2009-05-19 to 2010-03-31,,13125,Edit services for various Office related documents
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32956.html,Office of the Auditor General of Canada,NICOLE CHENEVERT-MIQUELON,P1000186,2009-05-14,0351 Communications professional services not elsewhere specified,2009-05-19 to 2010-03-31,,17850,Edit services for various Office related documents
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32958.html,Office of the Auditor General of Canada,ANNE LOUISE MAHONEY,P1000195,2009-05-21,0351 Communications professional services not elsewhere specified,2009-05-23 to 2010-03-31,,18375,Edit services for various Office reports and documents
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32960.html,Office of the Auditor General of Canada,MARY JEAN MCALEER,P1000197,2009-05-21,0351 Communications professional services not elsewhere specified,2009-05-25 to 2010-03-31,,13650,Edit services for various Office reports and documents.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32961.html,Office of the Auditor General of Canada,PAUL CROFT,P1000204,2009-05-25,0351 Communications professional services not elsewhere specified,2009-06-01 to 2010-03-31,,25725,Edit services for various Office reports and documents.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32962.html,Office of the Auditor General of Canada,LEMIRE MORIN TREMBLAY S.E.N.C.,P1000212,2009-05-25,0401 Accounting and audit services,2009-05-26 to 2009-06-19,,19845,
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32965.html,Office of the Auditor General of Canada,3016676 Canada Inc. o/s CILFO,P1000218,2009-05-25,0446 Training consultants,2009-07-13 to 2010-01-30,,31468.5,French language training for staff. Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32963.html,Office of the Auditor General of Canada,3016676 Canada Inc. o/s CILFO,P1000214,2009-05-25,0446 Training consultants,2009-10-05 to 2009-12-23,,13752.9,French language training for staff. Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32966.html,Office of the Auditor General of Canada,ST. JOSEPH PRINT GROUP INC.,P1000231,2009-05-27,0321 Printing Services,2009-04-01 to 2009-06-30,,26250,Printing Services. Contract awarded through a Public Works and Government Services Canada (PWGSC) Supply Arrangement.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32964.html,Office of the Auditor General of Canada,J.L. RICHARDS &amp; ASSOCIATES LIMITED,P1000216,2009-05-28,0401 Accounting and audit services,2009-05-29 to 2010-03-31,,23625,
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32967.html,Office of the Auditor General of Canada,ADVANCED BUSINESS INTERIORS,P1000253,2009-06-08,"1231 Office furniture and furnishings, including parts",2009-06-08 to 2010-03-31,,26250,Acquisition of office furniture. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32968.html,Office of the Auditor General of Canada,SNC - LAVALIN PROFAC INC,P1000256,2009-06-08,0630 Office Buildings,2009-06-08 to 2010-03-31,,120750,Office renovation services. Contract awarded through a Public Works and Government Services Canada (PWGSC) Supply Arrangement.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32970.html,Office of the Auditor General of Canada,MARCIL LAVALLEE,P1000261,2009-06-10,0401 Accounting and audit services,2009-06-11 to 2009-07-23,,44887.5,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32969.html,Office of the Auditor General of Canada,HICKS MORLEY HAMILTON STEWART STORIE LLP,P1000258,2009-06-15,0410 Legal Services,2009-06-15 to 2010-03-31,,25000,Provision of legal services.
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32971.html,Office of the Auditor General of Canada,GRAYBRIDGE MALKAM INTERNATIONAL CONSULTING INC.,P1000280,2009-06-17,0446 Training consultants,2009-08-10 to 2009-12-18,,21445.2,French language training for staff. Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32972.html,Office of the Auditor General of Canada,GOLDER ASSOCIATES LTD,P1000284,2009-06-19,0401 Accounting and audit services,2009-06-23 to 2009-10-31,,20900,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32973.html,Office of the Auditor General of Canada,RHENAWAY SOLUTIONS,P1000285,2009-06-23,0401 Accounting and audit services,2009-07-13 to 2009-12-31,,20900,
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32974.html,Office of the Auditor General of Canada,PRICEWATERHOUSECOOPERS LLP,P1000286,2009-06-25,0401 Accounting and audit services,2009-06-29 to 2010-03-31,,42000,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32977.html,Office of the Auditor General of Canada,Elliot Carr Consulting LTD.,P0901377,2009-06-26,0401 Accounting and audit services,2009-01-21 to 2009-08-31,,65998,"Original value was $26,250.00. This Contract includes one or more amendments. Extent of work was increased, Contract subsequently amended to $65,998.00"
http://www.oag-bvg.gc.ca/internet/English/con_2009-2010_Q1_e_32975.html,Office of the Auditor General of Canada,CCAF,P1000300,2009-06-30,0491 Management consulting,2009-07-02 to 2009-09-22,,25200,Delivery of courses to Office staff
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32587.html,Office of the Auditor General of Canada,TOSHIBA OF CANADA LTD,P0901399,2009-01-01,"0533 Rental of machinery, office furniture and fixtures and other",2009-01-01 to 2009-03-31,,15000,Rental of multi-purpose copiers. Contract awarded through a Public Works and Government Services (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32573.html,Office of the Auditor General of Canada,ALINE BARNOTI,P0901343,2009-01-09,0351 Communications professional services not elsewhere specified,2009-01-12 to 2009-03-31,,14000,Edit services for various Office related documents
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32572.html,Office of the Auditor General of Canada,HAWORTH LTD,P0901331,2009-01-09,"1231 Office furniture and furnishings, including parts",2009-02-02,,15858.85,Acquisition of office furniture. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32574.html,Office of the Auditor General of Canada,WORKOPOLIS.COM,P0901347,2009-01-09,0301 Advertising Services,2009-01-12 to 2010-01-11,,18800,Advertisement for the purpose of recruiting Office Staff.
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32570.html,Office of the Auditor General of Canada,ADVANCED BUSINESS INTERIORS,P0901309,2009-01-12,"1231 Office furniture and furnishings, including parts",2009-01-12,,13357.9,Acquisition of office furniture. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32571.html,Office of the Auditor General of Canada,D.G. MACDONALD MOVING AND STORAGE LTD,P0901313,2009-01-13,0210 Transportation of things not elsewhere specified,2009-01-13 to 2009-03-31,,12000,Internal office moving services.
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32582.html,Office of the Auditor General of Canada,RICOH CANADA INC,P0901378,2009-01-16,"0533 Rental of machinery, office furniture and fixtures and other",2009-02-01 to 2013-01-30,,74156,Rental of multi-purpose copiers. Contract awarded through a Public Works and Government Services (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32578.html,Office of the Auditor General of Canada,NISHA TECHNOLOGIES INC,P0901360,2009-01-16,"1226 Computer equipment - large/medium - mainframe, mini",2009-02-18,,28870,Purchase of IT servers. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32576.html,Office of the Auditor General of Canada,NISHA TECHNOLOGIES INC,P0901356,2009-01-16,1227 Computer equipment - small desktop/personal/portable/keyboard,2009-02-01,,120502.8,Purchase of notebook computers. Contract awarded through a Public Works and Government Services Canada (PWGSC) competitive process
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32579.html,Office of the Auditor General of Canada,NISHA TECHNOLOGIES INC,P0901362,2009-01-16,"1226 Computer equipment - large/medium - mainframe, mini",2009-02-18,,26450,Purchase of IT Storage equipment. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32580.html,Office of the Auditor General of Canada,ERNST &amp; YOUNG LLP,P0901373,2009-01-19,0401 Accounting and audit services,2009-01-19 to 2009-10-30,,109380,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32583.html,Office of the Auditor General of Canada,LANNICK &amp; ASSOCIATES,P0901383,2009-01-20,0491 Management consulting,2009-01-20 to 2009-03-31,,12000,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32581.html,Office of the Auditor General of Canada,ELLIOTT CARR CONSULTING LTD,P0901377,2009-01-20,0401 Accounting and audit services,2009-01-21 to 2009-03-31,,24999.4,
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32575.html,Office of the Auditor General of Canada,KINEMEDICS LTD,P0901351,2009-01-22,0491 Management consulting,2009-01-22 to 2009-03-31,,10700,Ergonomic assessment services for Office staff.
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32584.html,Office of the Auditor General of Canada,Memory Experts International (MXI) Inc.,P0901395,2009-01-26,1229 Computer equipment parts,2009-01-26,,12710,Computer equipment - hardware and software. Contract awarded through a Public Works and Government Services (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32589.html,Office of the Auditor General of Canada,EBSCO CANADA LTD.,P0901404,2009-01-28,"1143 Printed matter, including books, newspapers, pictures, manuscripts and forms",2009-04-01 to 2010-03-31,,70000,Periodical purchase and management services. Contract awarded through a Public Works and Government Services Canada (PWGSC) competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32586.html,Office of the Auditor General of Canada,Jim Calvesbert Consulting Ltd.,P0901398,2009-01-28,0401 Accounting and audit services,2009-02-02 to 2009-03-31,,13000,
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32585.html,Office of the Auditor General of Canada,GSI INTERNATIONAL CONSULTING GROUP,P0901397,2009-01-28,0472 Information Technology consultants,2009-02-09 to 2009-03-31,,21820,To provide Intranet development services.
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32588.html,Office of the Auditor General of Canada,MITEL NETWORKS CORPORATION,P0901401,2009-01-28,0220 Telephone and other voice services,2009-02-06,,23218.13,Purchase of telephone equipment.
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32590.html,Office of the Auditor General of Canada,Roycroft Consulting Services,P0901410,2009-01-29,0401 Accounting and audit services,2009-01-30 to 2009-07-31,,9600,
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32592.html,Office of the Auditor General of Canada,THE DELPHI GROUP,P0901414,2009-01-29,0401 Accounting and audit services,2009-02-05 to 2009-03-31,,9900,
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32591.html,Office of the Auditor General of Canada,Blair Gilhen,P0901412,2009-01-30,0401 Accounting and audit services,2009-02-03 to 2009-03-31,,12200,
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32606.html,Office of the Auditor General of Canada,MARBEK RESOURCE CONSULTANTS LTD,P0901497,2009-02-02,0401 Accounting and audit services,2009-02-05 to 2009-02-27,,12007.66,Contract awarded through a competitive process (OAG Standing Offer).
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32593.html,Office of the Auditor General of Canada,Royer Thompson Human Resources Consulting,P0901418,2009-02-02,0401 Accounting and audit services,2009-02-05 to 2009-03-31,,17875,
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32594.html,Office of the Auditor General of Canada,JACQUES GOYER,P0901423,2009-02-05,0401 Accounting and audit services,2009-02-13 to 2009-09-30,,24990,
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32595.html,Office of the Auditor General of Canada,INQUISITE INC.,P0901438,2009-02-09,0670 Computer equipment - hardware and software,2009-04-01 to 2010-03-31,,13518.67,Purchase of software licences to conduct surveys.
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32596.html,Office of the Auditor General of Canada,MESSAGELABS INC.,P0901453,2009-02-09,0670 Computer equipment - hardware and software,2009-04-01 to 2010-03-31,,20477.24,Purchase of annual support and maintenance for anti-virus software.
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32598.html,Office of the Auditor General of Canada,2Keys Corporation,P0901464,2009-02-11,0472 Information Technology consultants,2009-02-16 to 2009-02-27,,13140,Assessment of the integrity of the office network internet.
http://www.oag-bvg.gc.ca/internet/English/con_2008-2009_Q4_e_32600.html,Office of the Auditor General of Canada,TERAMACH TECHNOLOGIES INC,P0901470,2009-02-11,"1226 Computer equipment - large/medium - mainframe, mini",2009-03-04,,15510.03,Purchase of computer network equipment. Contract awarded through a Public Works and Government Services Canada (PWGSC) competitive process.
